Format Version,1.24,Take Name,Day2_SF_SupaFarDist_Back2,Take Notes,,Capture Frame Rate,60.000000,Export Frame Rate,60.000000,Capture Start Time,2024-09-02 04.55.33.750 PM,Capture Start Frame,-2147483648,Total Frames in Take,6718,Total Exported Frames,6718,Rotation Type,XYZ,Length Units,Millimeters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,Name,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Fan3,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001,TJ_Drone3 001
,ID,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,AB9E0EE4619111EF8DF8D758332C0699,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799,F8485AB468A511EF8DF8D758332C0799
,,Rotation,Rotation,Rotation,Position,Position,Position,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
78,1.300000,-0.347344,-0.596244,-5.712033,3041.339355,-1458.378906,1155.447021,-6.158684,-7.631101,174.951096,-3059.459473,-1416.037109,-16.072060
79,1.316667,-0.331796,-0.646469,-5.666156,3041.335449,-1458.406250,1155.434692,-6.604519,-7.720630,174.988174,-3059.419189,-1416.013672,-15.915839
80,1.333333,-0.322169,-0.658984,-5.626393,3041.319824,-1458.406128,1155.443481,-6.601896,-7.951158,175.037048,-3059.359131,-1416.037476,-15.907944
81,1.350000,-0.293448,-0.692122,-5.610199,3041.346191,-1458.385376,1155.443604,-6.533898,-7.763885,175.010452,-3059.384033,-1416.050293,-15.918671
82,1.366667,-0.293136,-0.676596,-5.599756,3041.315918,-1458.390137,1155.434937,-7.800096,-10.653666,174.976776,-3059.342773,-1416.032227,-15.376843
83,1.383333,-0.295724,-0.704106,-5.607609,3041.318359,-1458.442749,1155.480225,-6.965355,-9.061296,174.976028,-3059.458252,-1416.121948,-15.690798
84,1.400000,-0.288561,-0.689996,-5.605136,3041.293213,-1458.451538,1155.443115,-6.726464,-8.126884,174.977814,-3059.476318,-1416.145996,-15.892854
85,1.416667,-0.314073,-0.694735,-5.670956,3041.278809,-1458.432495,1155.445679,-6.601372,-7.726071,174.994827,-3059.458496,-1416.068848,-15.918368
86,1.433333,-0.324704,-0.666579,-5.734221,3041.235596,-1458.450439,1155.492065,-6.492221,-7.604528,174.989685,-3059.437744,-1416.059570,-15.891224
87,1.450000,-0.321631,-0.682726,-5.686417,3041.237305,-1458.424561,1155.476562,-6.415258,-7.610744,175.001740,-3059.445557,-1416.086914,-15.884274
88,1.466667,-0.298066,-0.676008,-5.617977,3041.222656,-1458.417114,1155.478394,-7.890234,-10.703926,175.037827,-3059.381836,-1416.058838,-15.409544
89,1.483333,-0.292970,-0.682948,-5.599009,3041.215332,-1458.440308,1155.485962,-8.811231,-13.223982,175.172638,-3059.276123,-1415.995850,-14.983951
90,1.500000,-0.269612,-0.669402,-5.572412,3041.282471,-1458.434448,1155.505005,-7.289151,-9.501285,174.863983,-3059.507812,-1416.175537,-15.605169
91,1.516667,-0.293173,-0.664073,-5.606182,3041.322510,-1458.386353,1155.465942,-6.891215,-8.401836,174.841873,-3059.536377,-1416.157593,-15.744862
92,1.533333,-0.316250,-0.641509,-5.626864,3041.339844,-1458.378784,1155.410522,-7.985895,-11.202703,175.014069,-3059.394043,-1416.072754,-15.301001
93,1.550000,-0.343595,-0.649599,-5.691470,3041.263184,-1458.403564,1155.468140,-7.150544,-9.342406,175.139465,-3059.560547,-1416.119995,-15.669670
94,1.566667,-0.268464,-0.606269,-5.577654,3041.225586,-1458.423218,1155.540649,-6.628171,-7.625608,174.987625,-3059.567383,-1416.153809,-15.885886
